bib,name,segment_time,rank,sex,year,secteur,end_checkpoint,start_checkpoint,filtrer_valeur_aberrante
299,Blandine L HIRONDEL,01:57:33,1,FEMALE,2025,Maïdo → Savannah,Ilet Savan,Tête dure,False
2314,Manon CAMPANO,02:29:26,2,FEMALE,2025,Maïdo → Savannah,Ilet Savan,Tête dure,False
1036,Pauline GRARDEL,02:38:54,3,FEMALE,2024,Maïdo → Savannah,Ilet Savan,Tête dure,False
2037,Anne CHAMPAGNE,02:41:15,4,FEMALE,2025,Maïdo → Savannah,Ilet Savan,Tête dure,False
1663,Maryline NAKACHE,02:41:22,5,FEMALE,2024,Maïdo → Savannah,Ilet Savan,Tête dure,False
2085,Manon BOHARD,02:44:16,6,FEMALE,2024,Maïdo → Savannah,Ilet Savan,Tête dure,False
317,Jeanne PENFORNIS,02:45:39,7,FEMALE,2025,Maïdo → Savannah,Ilet Savan,Tête dure,False
699,Margot MOGIN,02:47:04,8,FEMALE,2025,Maïdo → Savannah,Ilet Savan,Tête dure,False
61,Silvia TRIGUEROS,02:47:05,9,FEMALE,2025,Maïdo → Savannah,Ilet Savan,Tête dure,False
921,Marie DOHIN,02:51:39,10,FEMALE,2025,Maïdo → Savannah,Ilet Savan,Tête dure,False
502,Yanid ARANGO,02:56:31,11,FEMALE,2025,Maïdo → Savannah,Ilet Savan,Tête dure,False
2376,Pauline BARABAN,02:57:45,12,FEMALE,2024,Maïdo → Savannah,Ilet Savan,Tête dure,False
317,Mathieu BLANCHARD,00:57:22,1,MALE,2024,Possession → Chaloupe,Chaloupe,Possession,False
2728,Baptiste CHASSAGNE,00:59:33,2,MALE,2025,Possession → Chaloupe,Chaloupe,Possession,False
1961,Fabrice PAYET,01:00:15,3,MALE,2025,Possession → Chaloupe,Chaloupe,Possession,False
685,Gabriel PLACOTARIS,01:01:50,4,MALE,2023,Possession → Chaloupe,Chaloupe,Possession,False
2206,Sébastien LOMBARD,01:02:15,5,MALE,2025,Possession → Chaloupe,Chaloupe,Possession,False
2732,Ludovic POMMERET,01:02:40,6,MALE,2025,Possession → Chaloupe,Chaloupe,Possession,False
2847,Beñat MARMISSOLLE,01:02:54,7,MALE,2022,Possession → Chaloupe,Chaloupe,Possession,False
2605,Aurelien DUNAND-PALLAZ,01:02:57,8,MALE,2025,Possession → Chaloupe,Chaloupe,Possession,False
2199,Fabrice PAYET,01:03:16,9,MALE,2023,Possession → Chaloupe,Chaloupe,Possession,False
2610,Ben DHIMAN,01:04:11,10,MALE,2022,Possession → Chaloupe,Chaloupe,Possession,False
1820,Jean - Philippe TSCHUMI,01:04:14,11,MALE,2022,Possession → Chaloupe,Chaloupe,Possession,False
1551,Yannick NOËL,01:04:24,12,MALE,2025,Possession → Chaloupe,Chaloupe,Possession,False
1950,Courtney DAUWALTER,01:10:28,1,FEMALE,2022,Possession → Chaloupe,Chaloupe,Possession,False
299,Blandine L HIRONDEL,01:11:10,2,FEMALE,2025,Possession → Chaloupe,Chaloupe,Possession,False
502,Yanid ARANGO,01:11:43,3,FEMALE,2025,Possession → Chaloupe,Chaloupe,Possession,False
938,Lise PEIPOCH,01:18:52,4,FEMALE,2023,Possession → Chaloupe,Chaloupe,Possession,False
2168,Joanne BERGUES,01:21:29,5,FEMALE,2025,Possession → Chaloupe,Chaloupe,Possession,False
2460,Camille BRUYAS,01:22:03,6,FEMALE,2023,Possession → Chaloupe,Chaloupe,Possession,False
925,Marion ZARADZKI,01:22:26,7,FEMALE,2023,Possession → Chaloupe,Chaloupe,Possession,False
707,Elodie MITHRIDATE,01:23:25,8,FEMALE,2022,Possession → Chaloupe,Chaloupe,Possession,False
2329,Angelique Victoria LESPORT,01:24:39,9,FEMALE,2025,Possession → Chaloupe,Chaloupe,Possession,False
2518,Zélie PIGNON,01:24:50,10,FEMALE,2025,Possession → Chaloupe,Chaloupe,Possession,False
2628,Katie SCHIDE,01:25:30,11,FEMALE,2023,Possession → Chaloupe,Chaloupe,Possession,False
660,Marion FORTIN,01:26:14,12,FEMALE,2024,Possession → Chaloupe,Chaloupe,Possession,False
1788,Noa OHMS,01:18:02,1,MALE,2025,Chaloupe → Colorado,Colorado,Chaloupe,False
649,Sacha FOUCHER,01:25:06,2,MALE,2025,Chaloupe → Colorado,Colorado,Chaloupe,False
2732,Ludovic POMMERET,01:25:43,3,MALE,2025,Chaloupe → Colorado,Colorado,Chaloupe,False
2728,Baptiste CHASSAGNE,01:25:57,4,MALE,2025,Chaloupe → Colorado,Colorado,Chaloupe,False
317,Mathieu BLANCHARD,01:26:06,5,MALE,2024,Chaloupe → Colorado,Colorado,Chaloupe,False
2610,Ben DHIMAN,01:26:49,6,MALE,2022,Chaloupe → Colorado,Colorado,Chaloupe,False
2199,Fabrice PAYET,01:28:38,7,MALE,2023,Chaloupe → Colorado,Colorado,Chaloupe,False
997,Antoine COMPAROT,01:31:20,8,MALE,2023,Chaloupe → Colorado,Colorado,Chaloupe,False
2354,Frederic BERRICHON,01:31:30,9,MALE,2023,Chaloupe → Colorado,Colorado,Chaloupe,False
1452,Mael THOMASSIN,01:31:36,10,MALE,2023,Chaloupe → Colorado,Colorado,Chaloupe,False
1038,Maxime JOURDE,01:31:41,11,MALE,2022,Chaloupe → Colorado,Colorado,Chaloupe,False
2734,Mathieu MARECHAL,01:31:51,12,MALE,2024,Chaloupe → Colorado,Colorado,Chaloupe,False
1950,Courtney DAUWALTER,01:35:07,1,FEMALE,2022,Chaloupe → Colorado,Colorado,Chaloupe,False
502,Yanid ARANGO,01:41:48,2,FEMALE,2025,Chaloupe → Colorado,Colorado,Chaloupe,False
2329,Angelique Victoria LESPORT,01:43:29,3,FEMALE,2025,Chaloupe → Colorado,Colorado,Chaloupe,False
2741,Johanna ANTILA,01:47:10,4,FEMALE,2025,Chaloupe → Colorado,Colorado,Chaloupe,False
2460,Camille BRUYAS,01:48:52,5,FEMALE,2023,Chaloupe → Colorado,Colorado,Chaloupe,False
1036,Pauline GRARDEL,01:48:59,6,FEMALE,2024,Chaloupe → Colorado,Colorado,Chaloupe,False
2628,Katie SCHIDE,01:49:50,7,FEMALE,2023,Chaloupe → Colorado,Colorado,Chaloupe,False
1343,Marion ZARADZKI,01:50:11,8,FEMALE,2025,Chaloupe → Colorado,Colorado,Chaloupe,False
921,Marie DOHIN,01:50:46,9,FEMALE,2025,Chaloupe → Colorado,Colorado,Chaloupe,False
1294,Pauline WINER,01:51:37,10,FEMALE,2023,Chaloupe → Colorado,Colorado,Chaloupe,False
2168,Joanne BERGUES,01:53:10,11,FEMALE,2025,Chaloupe → Colorado,Colorado,Chaloupe,False
339,Emily VAUDAN,01:53:23,12,FEMALE,2025,Chaloupe → Colorado,Colorado,Chaloupe,False
2847,Beñat MARMISSOLLE,00:35:56,1,MALE,2022,Colorado → Redoute,St Denis,Colorado,False
2360,Stéphane BÈGUE,00:37:15,2,MALE,2022,Colorado → Redoute,St Denis,Colorado,False
495,Antoine GUILLON,00:38:54,3,MALE,2022,Colorado → Redoute,St Denis,Colorado,False
2734,Mathieu MARECHAL,00:39:15,4,MALE,2024,Colorado → Redoute,St Denis,Colorado,False
997,Antoine COMPAROT,00:39:25,5,MALE,2023,Colorado → Redoute,St Denis,Colorado,False
153,Jerome CLABE,00:39:38,6,MALE,2022,Colorado → Redoute,St Denis,Colorado,False
2766,David MAILLOT,00:39:43,7,MALE,2023,Colorado → Redoute,St Denis,Colorado,False
1991,Didier VALENTE,00:40:04,8,MALE,2022,Colorado → Redoute,St Denis,Colorado,False
2726,Emile BONNEAU,00:40:04,9,MALE,2024,Colorado → Redoute,St Denis,Colorado,False
2232,Flavio FRANCISCO,00:40:39,10,MALE,2022,Colorado → Redoute,St Denis,Colorado,False
706,Grégory LAMOLY,00:40:44,11,MALE,2022,Colorado → Redoute,St Denis,Colorado,False
1038,Maxime JOURDE,00:40:59,12,MALE,2022,Colorado → Redoute,St Denis,Colorado,False
1950,Courtney DAUWALTER,00:48:50,1,FEMALE,2022,Colorado → Redoute,St Denis,Colorado,False
833,Zélie PIGNON,00:49:10,2,FEMALE,2023,Colorado → Redoute,St Denis,Colorado,False
1036,Pauline GRARDEL,00:52:17,3,FEMALE,2024,Colorado → Redoute,St Denis,Colorado,False
2848,Marcelle VIENNE,00:52:27,4,FEMALE,2023,Colorado → Redoute,St Denis,Colorado,False
2329,Angelique Victoria LESPORT,00:53:03,5,FEMALE,2025,Colorado → Redoute,St Denis,Colorado,False
1343,Marion ZARADZKI,00:53:34,6,FEMALE,2025,Colorado → Redoute,St Denis,Colorado,False
2700,Stéphanie SAMPER,00:53:35,7,FEMALE,2023,Colorado → Redoute,St Denis,Colorado,False
2057,Anne Lyse MOLY,00:54:50,8,FEMALE,2023,Colorado → Redoute,St Denis,Colorado,False
78,Hélène SCOUFLAIRE,00:54:55,9,FEMALE,2023,Colorado → Redoute,St Denis,Colorado,False
1759,Solène NICOL,00:55:11,10,FEMALE,2022,Colorado → Redoute,St Denis,Colorado,False
2290,Myrielle HOAREAU,00:55:15,11,FEMALE,2022,Colorado → Redoute,St Denis,Colorado,False
938,Lise PEIPOCH,00:55:27,12,FEMALE,2023,Colorado → Redoute,St Denis,Colorado,False
317,Mathieu BLANCHARD,05:27:32,1,MALE,2024,Marla → Maido,Tête dure,Marla,False
2893,Jean - Philippe TSCHUMI,05:30:45,2,MALE,2024,Marla → Maido,Tête dure,Marla,False
2728,Baptiste CHASSAGNE,05:31:09,3,MALE,2025,Marla → Maido,Tête dure,Marla,False
926,Ben DHIMAN,05:39:39,4,MALE,2024,Marla → Maido,Tête dure,Marla,False
2605,Aurelien DUNAND-PALLAZ,05:51:26,5,MALE,2025,Marla → Maido,Tête dure,Marla,False
1551,Yannick NOËL,05:54:29,6,MALE,2025,Marla → Maido,Tête dure,Marla,False
1003,Jérôme VANDERSCHAEGHE,06:12:10,7,MALE,2025,Marla → Maido,Tête dure,Marla,False
2618,Diego PAZOS,06:14:18,8,MALE,2024,Marla → Maido,Tête dure,Marla,False
2732,Ludovic POMMERET,06:17:53,9,MALE,2025,Marla → Maido,Tête dure,Marla,False
2845,Martin KERN,06:19:04,10,MALE,2024,Marla → Maido,Tête dure,Marla,False
299,Blandine L HIRONDEL,06:24:26,1,FEMALE,2025,Marla → Maido,Tête dure,Marla,False
1961,Fabrice PAYET,06:28:48,11,MALE,2025,Marla → Maido,Tête dure,Marla,False
2481,René ROVERA,06:29:41,12,MALE,2024,Marla → Maido,Tête dure,Marla,False
2085,Manon BOHARD,07:19:50,2,FEMALE,2024,Marla → Maido,Tête dure,Marla,False
2314,Manon CAMPANO,07:45:57,3,FEMALE,2025,Marla → Maido,Tête dure,Marla,False
1663,Maryline NAKACHE,07:50:47,4,FEMALE,2024,Marla → Maido,Tête dure,Marla,False
1036,Pauline GRARDEL,07:57:44,5,FEMALE,2024,Marla → Maido,Tête dure,Marla,False
2037,Anne CHAMPAGNE,08:07:22,6,FEMALE,2025,Marla → Maido,Tête dure,Marla,False
2428,Sarah VIEUILLE,08:21:43,7,FEMALE,2025,Marla → Maido,Tête dure,Marla,False
464,Wenfei XIE,08:26:21,8,FEMALE,2024,Marla → Maido,Tête dure,Marla,False
2290,Aline COQUARD,08:28:40,9,FEMALE,2024,Marla → Maido,Tête dure,Marla,False
921,Marie DOHIN,08:37:51,10,FEMALE,2025,Marla → Maido,Tête dure,Marla,False
1692,Maud COMBARIEU,09:02:50,11,FEMALE,2025,Marla → Maido,Tête dure,Marla,False
61,Silvia TRIGUEROS,09:04:43,12,FEMALE,2025,Marla → Maido,Tête dure,Marla,False
627,Jean Pascal COISSER,00:19:36,1,MALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
2319,Charles PERIN,00:20:05,2,MALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
2182,Dorian HOUZÉ,00:21:06,3,MALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
2640,Victor DUHAMEL,00:21:28,4,MALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
1990,Guillaume CANDELI,00:21:29,5,MALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
2545,Titouan ANDRÉ,00:21:33,6,MALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
143,Simon WIDMANN,00:21:40,7,MALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
179,Orlando ACADINE,00:21:44,8,MALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
1805,Simon STEFENEL GROUILLARD,00:22:08,9,MALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
1624,Sacha LAGESSE,00:22:47,10,MALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
529,Mickaël RAMIN,00:22:51,11,MALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
348,Yohan MERIC,00:22:52,12,MALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
2329,Angelique Victoria LESPORT,00:26:36,1,FEMALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
2167,Noémie BATAILLE,00:26:47,2,FEMALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
1960,Laura BERRUER,00:26:54,3,FEMALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
1343,Marion ZARADZKI,00:27:07,4,FEMALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
2518,Zélie PIGNON,00:28:03,5,FEMALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
2168,Joanne BERGUES,00:28:51,6,FEMALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
95,Alexandra DUVERNE,00:28:55,7,FEMALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
1692,Maud COMBARIEU,00:29:14,8,FEMALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
1934,Johanna SMITH,00:29:16,9,FEMALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
897,Anne-Caroline KUSNIERZ,00:29:26,10,FEMALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
339,Emily VAUDAN,00:29:27,11,FEMALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
1955,Lucille MALGOUYRES,00:29:43,12,FEMALE,2025,La Vigie → Redoute,St Denis,La Vigie,False
1328,Aurélien DUNAND-PALLAZ,05:12:11,1,MALE,2023,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
2847,Beñat MARMISSOLLE,05:17:13,2,MALE,2022,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
2282,Jean - Philippe TSCHUMI,05:19:14,3,MALE,2023,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
2851,Francois DHAENE,05:19:17,4,MALE,2023,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
88,Germain GRANGIER,05:19:18,5,MALE,2023,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
2435,Alexis SEVENNEC,05:19:27,6,MALE,2023,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
2146,Lambert SANTELLI,05:19:32,7,MALE,2023,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
1211,Judicael SAUTRON,05:21:32,8,MALE,2022,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
1406,Yannick NOËL,05:24:21,9,MALE,2022,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
2352,Germain GRANGIER,05:24:22,10,MALE,2022,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
2610,Ben DHIMAN,05:24:25,11,MALE,2022,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
1723,Anthony PIPITONE,05:25:16,12,MALE,2022,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
1950,Courtney DAUWALTER,05:26:02,1,FEMALE,2022,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
2628,Katie SCHIDE,05:31:27,2,FEMALE,2023,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
2220,Anne-Lise ROUSSET SEGURET,05:42:45,3,FEMALE,2022,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
2460,Camille BRUYAS,05:58:24,4,FEMALE,2023,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
2588,Sarah VIEUILLE,06:06:20,5,FEMALE,2022,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
299,Blandine L HIRONDEL,06:09:33,6,FEMALE,2025,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
111,Eva SPERGER,06:09:35,7,FEMALE,2023,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
2693,Emilie MAROTEAUX,06:13:00,8,FEMALE,2023,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
2806,Julia HARNIE,06:19:39,9,FEMALE,2023,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
2430,Anna CARLSSON,06:20:21,10,FEMALE,2022,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
2428,Sarah VIEUILLE,06:23:12,11,FEMALE,2025,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
1584,Sylvaine CUSSOT,06:36:18,12,FEMALE,2022,1er quart (jusqu'à Mare à Boue),Mare Boue,St Pierre,False
317,Mathieu BLANCHARD,04:15:31,1,MALE,2024,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
2847,Beñat MARMISSOLLE,04:19:28,2,MALE,2022,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
1820,Jean - Philippe TSCHUMI,04:24:45,3,MALE,2022,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
2199,Fabrice PAYET,04:27:08,4,MALE,2023,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
2610,Ben DHIMAN,04:28:10,5,MALE,2022,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
2732,Ludovic POMMERET,04:31:27,6,MALE,2025,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
2728,Baptiste CHASSAGNE,04:31:38,7,MALE,2025,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
1961,Fabrice PAYET,04:36:48,8,MALE,2025,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
495,Antoine GUILLON,04:37:24,9,MALE,2022,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
1328,Aurélien DUNAND-PALLAZ,04:37:55,10,MALE,2023,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
685,Gabriel PLACOTARIS,04:38:32,11,MALE,2023,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
2766,David MAILLOT,04:41:54,12,MALE,2023,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
1950,Courtney DAUWALTER,04:46:26,1,FEMALE,2022,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
502,Yanid ARANGO,05:22:17,2,FEMALE,2025,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
2329,Angelique Victoria LESPORT,05:34:12,3,FEMALE,2025,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
299,Blandine L HIRONDEL,05:35:49,4,FEMALE,2025,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
1036,Pauline GRARDEL,05:49:56,5,FEMALE,2024,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
2460,Camille BRUYAS,05:52:17,6,FEMALE,2023,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
2628,Katie SCHIDE,05:55:05,7,FEMALE,2023,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
2220,Anne-Lise ROUSSET SEGURET,06:01:15,8,FEMALE,2022,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
2848,Marcelle VIENNE,06:02:30,9,FEMALE,2023,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
2741,Johanna ANTILA,06:02:42,10,FEMALE,2025,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
707,Elodie MITHRIDATE,06:07:15,11,FEMALE,2022,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
2693,Emilie MAROTEAUX,06:09:08,12,FEMALE,2023,Dernier quart (Ratineau à Redoute),St Denis,Ratinaud,False
