bib,name,status,category,sex,country,Départ Cam,Pointe de,Plage de G,Cap de la,Port de Mo,Le Ped Ret,Arrivée
628,Ronan HASCOET,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:13:56.000+02:00,2024-09-14T14:08:09.000+02:00,2024-09-14T15:41:19.000+02:00,2024-09-14T17:33:47.000+02:00,2024-09-14T19:37:08.000+02:00,2024-09-14T20:00:36.000+02:00
552,Philippe CARRIOU,FINISHER,M3 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:12:29.000+02:00,2024-09-14T14:06:53.000+02:00,2024-09-14T15:44:02.000+02:00,2024-09-14T17:41:49.000+02:00,2024-09-14T19:42:08.000+02:00,2024-09-14T20:36:34.000+02:00
713,Laetitia MENESGUEN,FINISHER,M3 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:16:54.000+02:00,2024-09-14T14:15:44.000+02:00,2024-09-14T15:59:14.000+02:00,2024-09-14T17:39:32.000+02:00,2024-09-14T19:42:10.000+02:00,2024-09-14T20:11:11.000+02:00
695,Clément LESIMPLE,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:14:51.000+02:00,2024-09-14T14:09:59.000+02:00,2024-09-14T15:52:20.000+02:00,2024-09-14T17:25:13.000+02:00,2024-09-14T19:39:28.000+02:00,2024-09-14T20:05:48.000+02:00
539,Ludovic BOURMAUD,FINISHER,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:10:20.000+02:00,2024-09-14T14:02:38.000+02:00,2024-09-14T15:35:53.000+02:00,2024-09-14T17:21:33.000+02:00,2024-09-14T19:40:13.000+02:00,2024-09-14T21:31:33.000+02:00
772,Kevin SAOUT,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:09:03.000+02:00,2024-09-14T14:00:48.000+02:00,2024-09-14T15:35:49.000+02:00,2024-09-14T17:44:30.000+02:00,2024-09-14T19:44:05.000+02:00,2024-09-14T19:59:59.000+02:00
776,Romain SICART,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:15:49.000+02:00,2024-09-14T14:15:28.000+02:00,2024-09-14T15:53:01.000+02:00,2024-09-14T17:34:06.000+02:00,2024-09-14T19:45:02.000+02:00,2024-09-14T20:00:39.000+02:00
746,Sylvain PLANTARD,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:16:51.000+02:00,2024-09-14T14:16:40.000+02:00,2024-09-14T15:56:06.000+02:00,2024-09-14T17:38:22.000+02:00,2024-09-14T19:42:05.000+02:00,2024-09-14T20:03:43.000+02:00
694,Damien LESCOP,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:20:12.000+02:00,2024-09-14T14:23:28.000+02:00,2024-09-14T16:00:40.000+02:00,2024-09-14T17:39:14.000+02:00,2024-09-14T19:46:06.000+02:00,2024-09-14T20:00:47.000+02:00
546,Frédéric CADIOU,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:20:04.000+02:00,2024-09-14T14:22:50.000+02:00,2024-09-14T15:52:50.000+02:00,2024-09-14T17:38:18.000+02:00,2024-09-14T19:41:47.000+02:00,2024-09-14T20:22:33.000+02:00
661,Julien LE CLEC'H,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:14:54.000+02:00,2024-09-14T14:17:09.000+02:00,2024-09-14T16:02:36.000+02:00,2024-09-14T17:42:53.000+02:00,2024-09-14T19:44:45.000+02:00,2024-09-14T20:10:39.000+02:00
643,Iris KERAMBRUN,FINISHER,SE F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:18:53.000+02:00,2024-09-14T14:25:40.000+02:00,2024-09-14T16:03:48.000+02:00,2024-09-14T17:43:17.000+02:00,2024-09-14T19:48:46.000+02:00,2024-09-14T20:21:43.000+02:00
724,Jerome MOTAIS,FINISHER,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:09:32.000+02:00,2024-09-14T14:01:16.000+02:00,2024-09-14T15:41:44.000+02:00,2024-09-14T17:32:24.000+02:00,2024-09-14T19:46:35.000+02:00,2024-09-14T20:50:41.000+02:00
613,Alexis GOUIN,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:19:24.000+02:00,2024-09-14T14:22:55.000+02:00,2024-09-14T16:10:54.000+02:00,2024-09-14T17:45:17.000+02:00,2024-09-14T19:50:43.000+02:00,2024-09-14T20:35:47.000+02:00
544,Alexandre BURBAN,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:19:08.000+02:00,2024-09-14T14:32:44.000+02:00,2024-09-14T16:14:10.000+02:00,2024-09-14T17:50:54.000+02:00,2024-09-14T19:50:59.000+02:00,2024-09-14T20:19:13.000+02:00
774,Charlotte SAVARY,FINISHER,SE F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:19:53.000+02:00,2024-09-14T14:27:00.000+02:00,2024-09-14T16:09:14.000+02:00,2024-09-14T17:54:30.000+02:00,2024-09-14T19:53:57.000+02:00,2024-09-14T20:09:31.000+02:00
759,Adrien RIOU,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:20:21.000+02:00,2024-09-14T14:27:26.000+02:00,2024-09-14T16:31:03.000+02:00,2024-09-14T18:55:26.000+02:00,,2024-09-14T20:10:05.000+02:00
671,Sébastien LE GALL,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:14:24.000+02:00,2024-09-14T14:08:54.000+02:00,2024-09-14T16:02:06.000+02:00,2024-09-14T17:38:33.000+02:00,2024-09-14T19:56:00.000+02:00,2024-09-14T20:42:34.000+02:00
757,Patrick REIGNÉ,FINISHER,M4 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:19:45.000+02:00,2024-09-14T14:22:17.000+02:00,2024-09-14T16:04:13.000+02:00,2024-09-14T17:45:39.000+02:00,2024-09-14T19:57:52.000+02:00,2024-09-14T20:22:14.000+02:00
590,Félix DU PONT,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:16:39.000+02:00,2024-09-14T14:21:23.000+02:00,2024-09-14T16:14:36.000+02:00,2024-09-14T18:01:32.000+02:00,2024-09-14T19:58:59.000+02:00,2024-09-14T20:33:14.000+02:00
562,David CHEVILLARD,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:19:03.000+02:00,2024-09-14T14:18:08.000+02:00,2024-09-14T16:10:18.000+02:00,2024-09-14T17:48:51.000+02:00,2024-09-14T19:54:54.000+02:00,2024-09-14T20:21:41.000+02:00
570,Laetitia COLOMBERO,FINISHER,M1 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:18:50.000+02:00,2024-09-14T14:22:55.000+02:00,2024-09-14T16:18:53.000+02:00,2024-09-14T17:55:45.000+02:00,2024-09-14T19:59:23.000+02:00,2024-09-14T20:28:52.000+02:00
525,Antoine BLOUCH,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:19:26.000+02:00,2024-09-14T14:23:12.000+02:00,2024-09-14T16:11:39.000+02:00,2024-09-14T17:44:52.000+02:00,2024-09-14T19:54:59.000+02:00,2024-09-14T20:35:51.000+02:00
648,Stephane LAIZET,FINISHER,M3 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:15:01.000+02:00,2024-09-14T14:16:20.000+02:00,2024-09-14T16:09:53.000+02:00,2024-09-14T17:51:44.000+02:00,2024-09-14T20:01:01.000+02:00,2024-09-14T20:33:14.000+02:00
618,Manon GOURVENNEC,FINISHER,SE F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:20:22.000+02:00,2024-09-14T14:27:30.000+02:00,2024-09-14T16:15:06.000+02:00,2024-09-14T17:55:09.000+02:00,2024-09-14T20:01:16.000+02:00,2024-09-14T20:19:23.000+02:00
535,Francois BOURET,FINISHER,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:17:33.000+02:00,2024-09-14T14:17:10.000+02:00,2024-09-14T16:01:32.000+02:00,2024-09-14T17:46:51.000+02:00,2024-09-14T20:00:00.000+02:00,2024-09-14T20:32:16.000+02:00
743,Jean-François PICARD,FINISHER,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:10:47.000+02:00,2024-09-14T14:08:08.000+02:00,2024-09-14T15:57:49.000+02:00,2024-09-14T17:41:08.000+02:00,2024-09-14T20:00:47.000+02:00,2024-09-14T20:32:21.000+02:00
723,Olga MORVAN,FINISHER,M1 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:20:06.000+02:00,2024-09-14T14:25:09.000+02:00,2024-09-14T16:10:32.000+02:00,2024-09-14T18:00:23.000+02:00,2024-09-14T20:07:35.000+02:00,2024-09-14T20:42:09.000+02:00
683,Gwenolé LE MOUILLOUR,FINISHER,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:17:20.000+02:00,2024-09-14T14:18:45.000+02:00,2024-09-14T15:53:58.000+02:00,2024-09-14T17:38:29.000+02:00,2024-09-14T20:04:14.000+02:00,2024-09-14T20:23:59.000+02:00
598,Kévin FAVEREAU,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:13:51.000+02:00,2024-09-14T14:08:14.000+02:00,2024-09-14T15:53:18.000+02:00,2024-09-14T17:54:12.000+02:00,2024-09-14T20:05:55.000+02:00,2024-09-14T22:05:04.000+02:00
537,Thibaut BOURJAILLAT,FINISHER,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:10:49.000+02:00,2024-09-14T14:02:27.000+02:00,2024-09-14T15:49:10.000+02:00,2024-09-14T17:37:14.000+02:00,2024-09-14T20:05:45.000+02:00,2024-09-14T20:33:12.000+02:00
556,Sylvain CHANTREAU,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:13:52.000+02:00,2024-09-14T14:08:18.000+02:00,2024-09-14T15:53:05.000+02:00,2024-09-14T17:54:37.000+02:00,2024-09-14T20:05:55.000+02:00,2024-09-14T22:04:50.000+02:00
609,Marilou GODINHO,FINISHER,SE F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:21:32.000+02:00,2024-09-14T14:30:33.000+02:00,2024-09-14T16:15:09.000+02:00,2024-09-14T17:59:13.000+02:00,2024-09-14T20:05:55.000+02:00,2024-09-14T20:24:59.000+02:00
605,Christophe GEFFROY,FINISHER,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,,2024-09-14T14:19:16.000+02:00,2024-09-14T16:07:20.000+02:00,2024-09-14T17:55:06.000+02:00,2024-09-14T20:07:20.000+02:00,2024-09-14T20:47:41.000+02:00
580,Linda DE LA ROCHEFORDIÈRE,FINISHER,M1 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:22:29.000+02:00,2024-09-14T14:30:36.000+02:00,2024-09-14T16:32:34.000+02:00,2024-09-14T18:06:05.000+02:00,2024-09-14T20:11:21.000+02:00,2024-09-14T20:26:52.000+02:00
604,Typhanie GARNIER,FINISHER,SE F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:17:18.000+02:00,2024-09-14T14:17:11.000+02:00,2024-09-14T16:08:35.000+02:00,2024-09-14T17:54:12.000+02:00,2024-09-14T20:07:40.000+02:00,2024-09-14T20:29:10.000+02:00
672,Brieuc LE GALL,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:14:52.000+02:00,2024-09-14T14:13:23.000+02:00,2024-09-14T15:45:46.000+02:00,2024-09-14T17:15:46.000+02:00,2024-09-14T20:06:08.000+02:00,2024-09-14T20:28:29.000+02:00
673,Guirec LE GALL,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:19:55.000+02:00,2024-09-14T14:20:52.000+02:00,2024-09-14T15:53:50.000+02:00,2024-09-14T17:34:01.000+02:00,2024-09-14T20:06:06.000+02:00,2024-09-14T20:47:33.000+02:00
682,Andreas LE MOUEL,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:19:00.000+02:00,2024-09-14T14:26:31.000+02:00,2024-09-14T16:07:54.000+02:00,2024-09-14T17:50:13.000+02:00,2024-09-14T20:09:28.000+02:00,2024-09-14T20:48:24.000+02:00
548,Fabrice CAILLEAU,FINISHER,M3 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:11:49.000+02:00,2024-09-14T14:08:50.000+02:00,2024-09-14T16:01:00.000+02:00,2024-09-14T17:47:51.000+02:00,2024-09-14T20:11:39.000+02:00,2024-09-14T20:43:06.000+02:00
549,Alexandre CARIOU,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:19:22.000+02:00,2024-09-14T14:22:14.000+02:00,2024-09-14T16:08:34.000+02:00,2024-09-14T18:00:38.000+02:00,2024-09-14T20:14:17.000+02:00,2024-09-14T20:30:38.000+02:00
726,Baptiste MUZELLEC,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:15:42.000+02:00,2024-09-14T14:16:34.000+02:00,2024-09-14T16:19:07.000+02:00,2024-09-14T17:58:10.000+02:00,2024-09-14T20:11:51.000+02:00,2024-09-14T20:37:45.000+02:00
505,Florian APPERE,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:15:44.000+02:00,2024-09-14T14:16:35.000+02:00,2024-09-14T16:18:20.000+02:00,2024-09-14T17:58:14.000+02:00,2024-09-14T20:11:46.000+02:00,2024-09-14T20:38:23.000+02:00
802,Ludwig ZIMMERMANN,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:10:40.000+02:00,2024-09-14T14:05:50.000+02:00,2024-09-14T15:55:14.000+02:00,2024-09-14T17:52:14.000+02:00,2024-09-14T20:11:50.000+02:00,2024-09-14T20:35:06.000+02:00
608,Damien GLIDIC,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:10:50.000+02:00,2024-09-14T14:06:33.000+02:00,2024-09-14T15:54:50.000+02:00,2024-09-14T17:56:45.000+02:00,2024-09-14T20:14:58.000+02:00,2024-09-14T20:48:39.000+02:00
736,Stephane PERON,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:16:58.000+02:00,2024-09-14T14:16:52.000+02:00,2024-09-14T15:55:08.000+02:00,2024-09-14T17:41:17.000+02:00,2024-09-14T20:11:05.000+02:00,2024-09-14T20:52:35.000+02:00
509,François Xavier BARBIER,FINISHER,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:18:03.000+02:00,2024-09-14T14:19:37.000+02:00,2024-09-14T16:03:56.000+02:00,2024-09-14T18:11:45.000+02:00,2024-09-14T20:17:22.000+02:00,2024-09-14T20:45:03.000+02:00
733,Nicolas PENNEC,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:18:51.000+02:00,2024-09-14T14:19:05.000+02:00,2024-09-14T16:29:53.000+02:00,2024-09-14T18:10:42.000+02:00,2024-09-14T20:18:33.000+02:00,2024-09-14T20:39:19.000+02:00
504,Philippe ANGIBAUD,FINISHER,M4 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:16:20.000+02:00,,2024-09-14T16:03:10.000+02:00,2024-09-14T18:00:06.000+02:00,2024-09-14T20:12:32.000+02:00,2024-09-14T20:40:38.000+02:00
663,Kévin LE CORRE,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:13:55.000+02:00,2024-09-14T14:09:53.000+02:00,2024-09-14T15:56:39.000+02:00,2024-09-14T17:46:14.000+02:00,2024-09-14T20:15:17.000+02:00,2024-09-14T22:19:10.000+02:00
790,Guillaume TRÉCAN,FINISHER,M2 H,MALE,,2024-09-14T12:32:00.000+02:00,,2024-09-14T14:15:43.000+02:00,2024-09-14T15:54:43.000+02:00,2024-09-14T18:04:00.000+02:00,2024-09-14T20:16:47.000+02:00,2024-09-14T20:38:45.000+02:00
761,Charline RIVOAL,FINISHER,M0 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:18:07.000+02:00,2024-09-14T14:24:27.000+02:00,2024-09-14T16:04:49.000+02:00,2024-09-14T18:02:38.000+02:00,2024-09-14T20:19:32.000+02:00,2024-09-14T21:02:18.000+02:00
646,Lucie KONDOR,FINISHER,SE F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:16:29.000+02:00,2024-09-14T14:20:03.000+02:00,2024-09-14T16:10:18.000+02:00,2024-09-14T18:02:26.000+02:00,2024-09-14T20:20:00.000+02:00,2024-09-14T20:38:42.000+02:00
701,Benoit LOREC,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:10:52.000+02:00,2024-09-14T14:07:29.000+02:00,2024-09-14T16:03:17.000+02:00,2024-09-14T18:03:44.000+02:00,2024-09-14T20:16:57.000+02:00,2024-09-14T20:38:44.000+02:00
689,Jacques LE ROUX,FINISHER,M4 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:23:01.000+02:00,2024-09-14T14:28:51.000+02:00,2024-09-14T16:15:15.000+02:00,2024-09-14T17:55:21.000+02:00,2024-09-14T20:20:14.000+02:00,2024-09-14T20:38:57.000+02:00
571,Pierre-Antoine COUPU,FINISHER,M0 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:20:23.000+02:00,2024-09-14T14:27:00.000+02:00,2024-09-14T16:12:34.000+02:00,2024-09-14T17:59:23.000+02:00,2024-09-14T20:21:52.000+02:00,2024-09-14T20:41:37.000+02:00
675,Ludovic LE GROS,FINISHER,M1 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:18:56.000+02:00,2024-09-14T14:26:37.000+02:00,2024-09-14T16:25:47.000+02:00,2024-09-14T18:09:48.000+02:00,2024-09-14T20:20:38.000+02:00,2024-09-14T21:01:30.000+02:00
651,Servane LAUWICK,FINISHER,SE F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:23:44.000+02:00,2024-09-14T14:33:03.000+02:00,2024-09-14T16:23:15.000+02:00,2024-09-14T18:06:44.000+02:00,2024-09-14T20:26:33.000+02:00,2024-09-14T20:56:26.000+02:00
625,Manon GUILLOU,FINISHER,SE F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:13:54.000+02:00,2024-09-14T14:09:57.000+02:00,2024-09-14T15:48:31.000+02:00,2024-09-14T17:39:07.000+02:00,2024-09-14T20:25:55.000+02:00,2024-09-14T20:46:37.000+02:00
787,Thibaud THOMAS,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:19:39.000+02:00,2024-09-14T14:25:45.000+02:00,2024-09-14T16:10:33.000+02:00,2024-09-14T18:03:39.000+02:00,2024-09-14T20:19:41.000+02:00,2024-09-14T21:06:49.000+02:00
591,Camille DURAND,FINISHER,SE H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:19:12.000+02:00,2024-09-14T14:22:46.000+02:00,2024-09-14T15:57:01.000+02:00,2024-09-14T17:43:43.000+02:00,2024-09-14T20:19:44.000+02:00,2024-09-14T20:58:23.000+02:00
762,Blandine ROGEL,FINISHER,M0 F,FEMALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:16:56.000+02:00,2024-09-14T14:28:48.000+02:00,2024-09-14T16:19:47.000+02:00,2024-09-14T18:16:58.000+02:00,2024-09-14T20:32:29.000+02:00,2024-09-14T20:53:51.000+02:00
716,Patrice MIDY,FINISHER,M3 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:19:14.000+02:00,2024-09-14T14:20:37.000+02:00,2024-09-14T16:06:23.000+02:00,2024-09-14T18:07:27.000+02:00,2024-09-14T20:30:18.000+02:00,2024-09-14T20:53:17.000+02:00
731,Patrick PAULUS,FINISHER,M3 H,MALE,,2024-09-14T12:32:00.000+02:00,2024-09-14T13:24:24.000+02:00,2024-09-14T14:32:50.000+02:00,2024-09-14T16:23:52.000+02:00,2024-09-14T18:18:17.000+02:00,2024-09-14T20:29:19.000+02:00,2024-09-14T20:50:35.000+02:00
